title,date,keywords,keyphrase,popular words
Friends and Family Minecraft Server Terraform Recipe,12 Apr 2020,"['terraform', 'minecraft', 'server', 'host', 'vm']","['server terraform', 'terraform recipe', 'minecraft server', 'created terraform']","[('$', 10), ('cost', 9), ('minecraft', 7), ('session', 7), ('server', 6), ('vm', 5), ('recipe', 4), ('ip', 4), ('family', 3), ('terraform', 3)]"
Easy Tools For Resilient Futures ,7 Apr 2020,"['future', 'future', 'foresight', 'anticipation', 'resilient']","['futures thinking', 'proactive futures', 'resilient futures', 'futures creation']","[('future', 26), ('create', 10), ('organisation', 6), ('thinking', 6), ('today', 5), ('creation', 5), ('different', 5), ('futures', 4), ('help', 4), ('co', 4)]"
Know your customers with RFM,7 Apr 2020,"['customer', 'rfm', 'retail', 'purchase', 'datum']","['customers rfm', 'customers data', 'customer models', 'customer data']","[('customer', 55), ('rfm', 39), ('score', 25), ('datum', 22), ('segment', 21), ('create', 21), ('like', 17), ('value', 16), ('recency', 15), ('frequency', 13)]"
How to successfully design an urban mobility ecosystem?,6 Apr 2020,"['mobility', 'urbanization', 'urban', 'revolutionise', 'service']","['urban mobility', 'services mobility', 'revolutionising mobility', 'mobility services']","[('ecosystem', 62), ('service', 43), ('mobility', 42), ('need', 20), ('urban', 18), ('provider', 16), ('offer', 16), ('customer', 14), ('opportunity', 14), ('new', 13)]"
At-least-once Delivery for Serverless Camunda Workflow Automation,30 Mar 2020,"['serverless', 'microservice', 'terraform', 'camunda', 'processinstanceid']","['serverless microservices', 'serverless camunda', 'terraform serverless', 'camunda serverless']","[('message', 20), ('camunda', 17), ('task', 17), ('retry', 16), ('delivery', 14), ('engine', 13), ('service', 13), ('external', 12), ('serverless', 11), ('cloud', 11)]"
#WirVsVirus Hackathon - Joining forces with Germany’s brightest minds to fight the Pandemic,27 Mar 2020,"['initiative', 'pandemic', 'wirvsvirus', 'germany', 'hackathon']","['initiatives germany', 'wirvsvirus hackathon', 'forces germany', 'pandemic society']","[('hackathon', 11), ('people', 11), ('work', 8), ('challenge', 7), ('virtual', 7), ('support', 7), ('crisis', 6), ('project', 6), ('solution', 6), ('join', 5)]"
Read a Google Doc Using a Service account (Without Oauth 2 consent),22 Mar 2020,"['oauth', 'auth', 'api', 'document', 'typescript']","['doc oauth', 'credentials google', 'manual oauth', 'doc api']","[('google', 10), ('service', 9), ('account', 9), ('doc', 7), ('file', 4), ('read', 3), ('oauth', 3), ('2', 3), ('consent', 3), ('code', 3)]"
Serverless Camunda Terraform Recipe using Cloud Run and Cloud SQL,14 Mar 2020,"['terraform', 'serverless', 'camunda', 'cloud', 'provision']","['terraform serverless', 'camunda terraform', 'serverless camunda', 'camunda serverless']","[('camunda', 20), ('cloud', 18), ('business', 10), ('image', 10), ('run', 9), ('service', 8), ('sql', 7), ('need', 7), ('host', 6), ('docker', 6)]"
Get the most out of remote work,11 Mar 2020,"['remotely', 'remote', 'resort', 'collaboration', 'experience']","['remote work', 'working remotely', 'remote teams', 'experiences remote']","[('work', 37), ('remote', 20), ('team', 16), ('sure', 8), ('experience', 7), ('office', 7), ('time', 7), ('meeting', 7), ('video', 6), ('march', 5)]"
A story of one lady's journey in tech,8 Mar 2020,"['engineering', 'tech', 'career', 'logistic', 'study']","['career journey', 'studying industrial', 'continue career', 'tech tina']","[('think', 9), ('good', 9), ('work', 8), ('journey', 7), ('global', 7), ('career', 7), ('time', 7), ('find', 7), ('right', 6), ('want', 5)]"
The long haul - how to win the race for the future of urban mobility,6 Mar 2020,"['mobility', 'urbanization', 'transportation', 'service', 'ecosystem']","['mobility ecosystem', 'mobility ecosystems', 'mobility services', 'urban mobility']","[('mobility', 28), ('urban', 14), ('service', 14), ('ecosystem', 14), ('need', 8), ('provider', 8), ('player', 8), ('user', 6), ('market', 6), ('provide', 5)]"
Confessions Of A Recovering Car-a-holic,5 Mar 2020,"['automobile', 'automotive', 'car', 'own', 'millennial']","['owning car', 'car millennials', 'buying car', 'practical automobile']","[('car', 24), ('mobility', 9), ('service', 8), ('change', 6), ('ownership', 6), ('time', 5), ('fast', 4), ('world', 4), ('alternative', 4), ('love', 4)]"
Non-technical Skills Matter - my first year as a data scientist in a consultancy  ,4 Mar 2020,"['technical', 'skill', 'consultant', 'insight', 'innovation']","['technical skills', 'hiring technical', 'technical knowledge', 'competences insights']","[('client', 28), ('technical', 21), ('datum', 18), ('business', 17), ('data', 15), ('scientist', 15), ('project', 15), ('work', 13), ('non', 12), ('good', 11)]"
Battle For Future - a fusion of art and data,3 Mar 2020,"['art', 'artwork', 'future', 'technology', 'fear']","['future artwork', 'art technology', 'art data', 'technology art']","[('future', 11), ('art', 11), ('datum', 11), ('create', 8), ('change', 7), ('egs', 5), ('technology', 5), ('people', 5), ('battle', 4), ('futurice', 4)]"
What are digital twins - really,2 Mar 2020,"['digital', '_', '_', 'digital', 'technology', 'twin', 'iot']","['digital twins', 'digital twin', '__digital twins', 'described digital']","[('digital', 20), ('datum', 15), ('twin', 14), ('company', 9), ('service', 7), ('industrial', 7), ('new', 6), ('business', 6), ('product', 5), ('start', 4)]"
Tech Weeklies as a Learning Platform,28 Feb 2020,"['tech', 'consultant', 'futurice', 'discussion', 'weekly']","['tech weeklies', 'weekly tech', 'weeklies tech', 'tech meetup']","[('tech', 22), ('weeklies', 20), ('talk', 20), ('share', 14), ('learn', 9), ('futurice', 7), ('year', 7), ('join', 7), ('company', 7), ('culture', 6)]"
Leveraging the power of trust and data in urban mobility,18 Feb 2020,"['mobility', 'infrastructure', 'business', 'trust', 'datum']","['mobility industry', 'data mobility', 'urban mobility', 'mobility landscape']","[('datum', 49), ('customer', 28), ('company', 18), ('value', 18), ('service', 17), ('mobility', 14), ('time', 13), ('user', 13), ('advantage', 12), ('new', 11)]"
"I’m a developer, not a coder – my experiences of working in an innovation consultancy",4 Feb 2020,"['developer', 'devop', 'consultancy', 'coder', 'experience']","['experienced developer', 'coder developer', 'coder experiences', 'developer thoughts']","[('work', 26), ('service', 17), ('code', 11), ('thing', 10), ('client', 10), ('develop', 9), ('developer', 8), ('like', 8), ('build', 8), ('customer', 8)]"
Systems Thinking & Sustainability,22 Jan 2020,"['sustainability', 'system', 'mindset', 'approach', 'ecosystem']","['systems thinking', 'thinking sustainability', 'approach sustainability', 'systemically sustainability']","[('system', 20), ('impact', 17), ('business', 14), ('thinking', 10), ('help', 10), ('systemic', 10), ('understand', 9), ('work', 9), ('change', 8), ('need', 7)]"
Mastering BigQuery Costs,8 Jan 2020,"['bigquery', 'billing', 'cost', 'gcp', 'storage']","['costs bigquery', 'bigquery costs', 'adopting bigquery', 'ensure bigquery']","[('table', 23), ('query', 22), ('bigquery', 16), ('cost', 11), ('partition', 11), ('metric', 10), ('use', 9), ('value', 9), ('row', 8), ('time', 8)]"
Building trust and creating value – how to use data in mobility ecosystems,3 Jan 2020,"['automotive', 'datum', 'car', 'trust', 'mobility']","['value automotive', 'trust data', 'data mobility', 'manufacturers mobility']","[('datum', 31), ('value', 26), ('customer', 21), ('trust', 19), ('car', 17), ('mobility', 16), ('create', 14), ('company', 13), ('service', 12), ('use', 11)]"
"International work, professional growth & Tampere vibes",20 Dec 2019,"['skilled', 'helsinki', 'tampere', 'travel', 'client']","['helsinki tampere', 'opportunities tampere', 'international work', 'working international']","[('work', 12), ('tampere', 8), ('office', 6), ('project', 5), ('city', 5), ('learn', 5), ('like', 5), ('international', 4), ('live', 4), ('offer', 4)]"
MAN Data Hackathon 2019: It's a wrap!,19 Dec 2019,"['hackathon', 'hack', 'organise', 'innovate', 'datum']","['data hackathon', 'hackathon organised', 'hackathon 2019', 'hackathon meaningful']","[('man', 13), ('hackathon', 9), ('day', 4), ('business', 4), ('data', 3), ('3', 3), ('ecosystem', 3), ('event', 3), ('support', 3), ('coach', 3)]"
The rise of Voice interfaces,16 Dec 2019,"['voice', 'ui', 'smartphone', 'alexa', 'conversation']","['voice uis', 'voice ui', 'voice interfaces', 'voice interface']","[('voice', 20), ('user', 16), ('design', 7), ('conversation', 7), ('different', 7), ('flow', 6), ('language', 6), ('way', 6), ('rise', 5), ('experience', 5)]"
Pushing the Limits of Mobile Object Detection,10 Dec 2019,"['detection', 'object', 'android', 'vision', 'pedestrian']","['object detection', 'detection pedestrian', 'mobile object', 'pedestrian detection']","[('object', 31), ('model', 15), ('detection', 14), ('label', 14), ('image', 10), ('time', 6), ('datum', 6), ('dataset', 6), ('case', 5), ('different', 5)]"
Why stupid questions are often the most important ones,29 Nov 2019,"['stupid', 'mental', 'question', 'optimism', 'projectnavigationgame']","['stupid questions', 'ask stupid', 'asking stupid', 'thinking stupid']","[('question', 29), ('ask', 21), ('game', 20), ('team', 13), ('stupid', 10), ('project', 10), ('help', 7), ('group', 7), ('responsibility', 7), ('safe', 6)]"
A new age for Nordic manufacturing,29 Nov 2019,"['industrial', 'manufacture', 'industry', 'nordic', 'automation']","['nordic manufacturing', 'industry nordic', 'manufacturing nordic', 'nordic companies']","[('nordic', 15), ('manufacturing', 15), ('sector', 12), ('datum', 11), ('new', 8), ('business', 8), ('country', 8), ('create', 7), ('service', 7), ('value', 6)]"
"Cars, Bots and Prototyping - A Summer of Mentoring",29 Nov 2019,"['prototype', 'prototype', 'automate', 'car', 'mentor']","['bots prototyping', 'assembling car', 'car project', 'final prototype']","[('car', 8), ('team', 8), ('task', 6), ('book', 6), ('futurice', 5), ('source', 5), ('oodi', 5), ('robot', 5), ('mentoring', 4), ('aalto', 4)]"
How Stuttgart saved me from getting stuck in a rut,28 Nov 2019,"['stuttgart', 'recruitment', 'belong', 'company', 'scenery']","['scenery stuttgart', 'cons stuttgart', 'stuttgart awesome', 'german colleagues']","[('futurice', 13), ('way', 11), ('work', 8), ('people', 8), ('new', 8), ('stuttgart', 7), ('like', 7), ('site', 7), ('feel', 7), ('client', 7)]"
Fast Exports from BigQuery to Cloud Memorystore,22 Nov 2019,"['bigquery', 'memorystore', 'dataflow', 'cloud', 'export']","['bigquery memorystore', 'bigquery cloud', 'export bigquery', 'bigquery api']","[('cloud', 10), ('bigquery', 9), ('datum', 9), ('redis', 7), ('google', 7), ('function', 7), ('export', 6), ('client', 6), ('memorystore', 5), ('fast', 4)]"
Collaborating for a Resilient Future,20 Nov 2019,"['sustainability', 'organisation', 'sustainable', 'partnership', 'stakeholder']","['sustainability business', 'sustainable business', 'achieving sustainability', 'sustainability initiatives']","[('business', 44), ('sustainability', 24), ('organisation', 23), ('people', 16), ('future', 13), ('new', 13), ('project', 13), ('resilient', 12), ('help', 11), ('collaboration', 10)]"
"How to Spark Change with Agile Coaching, Part 2: Scaling Change",7 Nov 2019,"['agile', 'develop', 'change', 'leadership', 'adaptiveness']","['change agile', 'organization change', 'agile coaching', 'change pioneering']","[('change', 30), ('way', 21), ('organization', 17), ('team', 14), ('scale', 12), ('agile', 10), ('new', 9), ('work', 9), ('development', 8), ('drive', 8)]"
What is it like to work at Futurice for summer?,5 Nov 2019,"['apply', 'helsinki', 'summer', 'career', 'futurice']","['summer hire', 'job summer', 'summer job', 'helsinki summer']","[('summer', 28), ('work', 26), ('project', 21), ('futurice', 18), ('interview', 13), ('learn', 11), ('like', 10), ('people', 10), ('apply', 9), ('antti', 9)]"
How to Spark Change with Agile Coaching,31 Oct 2019,"['agile', 'culture', 'change', 'methodology', 'facilitator']","['change agile', 'agile community', 'change embrace', 'agile organization']","[('change', 20), ('team', 19), ('work', 18), ('way', 15), ('new', 11), ('agile', 10), ('culture', 10), ('development', 8), ('executive', 7), ('experimentation', 6)]"
Coding School for Futurice children,25 Oct 2019,"['childcare', 'code', 'educational', 'helsinki', 'holiday']","['kids coding', 'programming children', 'coding school', 'children employees']","[('week', 11), ('day', 10), ('code', 8), ('school', 8), ('computer', 7), ('work', 7), ('learn', 7), ('life', 7), ('kid', 6), ('fun', 6)]"
Why a tech company needs artistic interventions,16 Oct 2019,"['robot', 'robot', 'artistic', 'technological', 'craft']","['robot artistic', 'robotics designers', 'future art', 'future artistic']","[('robot', 17), ('future', 16), ('art', 13), ('workshop', 11), ('design', 10), ('need', 9), ('work', 8), ('taijonlahti', 8), ('people', 7), ('helsinki', 7)]"
Co-design for managing uncertainty,15 Oct 2019,"['uncertainty', 'service', 'prioritise', 'development', 'usability']","['managing uncertainty', 'service design', 'service development', 'users development']","[('user', 69), ('service', 43), ('need', 30), ('idea', 22), ('datum', 21), ('business', 18), ('different', 18), ('use', 16), ('insight', 14), ('stage', 14)]"
"Of amusement parks, rally legends and self-driving vehicles",11 Sept 2019,"['race', 'ai', 'competition', 'finnish', 'markku']","['competition finland', 'markku car', 'car markku', 'car competition']","[('car', 19), ('drive', 11), ('team', 8), ('competition', 7), ('tampere', 7), ('learn', 7), ('self', 6), ('markku', 6), ('learning', 6), ('event', 6)]"
ITclusive - together we can make IT more inclusive in Finland,3 Sept 2019,"['organisation', 'helsinki', 'collaborate', 'inclusive', 'onboarde']","['inclusive finland', 'finland working', 'companies finland', 'industry inclusive']","[('industry', 5), ('work', 4), ('share', 4), ('inclusive', 3), ('company', 3), (' ', 3), ('practice', 3), ('d&i', 3), ('itclusive', 2), ('finland', 2)]"
Programming with State: Concurrency,27 Aug 2019,"['concurrency', 'concurrent', 'multithreade', 'concurrently', 'lock']","['concurrency mutable', 'concurrency perspective', 'concurrency abstractions', 'state concurrency']","[('state', 31), ('entity', 26), ('thread', 19), ('operation', 13), ('program', 10), ('execution', 10), ('concurrency', 9), ('problem', 8), ('mutable', 7), ('programming', 7)]"
Three steps to extracting business value from AI,27 Aug 2019,"['ai', 'business', 'industry', 'value', 'extract']","['business ai', 'ai business', 'ai corporate', 'value ai']","[('ai', 66), ('company', 31), ('value', 28), ('business', 26), ('commercial', 23), ('asset', 17), ('help', 11), ('tactic', 10), ('like', 8), ('approach', 8)]"
Programming with State: Architectural Roles,20 Aug 2019,"['architectural', 'mvvm', 'mvc', 'component', 'role']","['architectures mvc', 'state architectural', 'component architecture', 'architectural components']","[('component', 32), ('role', 25), ('store', 24), ('architecture', 22), ('user', 21), ('view', 20), ('datum', 20), ('model', 19), ('application', 18), ('flow', 15)]"
Programming with State: Values and Entities,14 Aug 2019,"['mutability', 'mutate', 'stateful', 'value', 'conceptual']","['mutable state', 'programming state', 'managing state', 'state mutable']","[('state', 74), ('entity', 36), ('value', 16), ('change', 13), ('base', 12), ('derive', 11), ('mutable', 9), ('application', 8), ('style', 8), ('object', 8)]"
Transitioning to Circular Economy?  Pick Futurice.,5 Aug 2019,"['economy', 'transition', 'business', 'circular', 'strategy']","['circular economy', 'circular economies', 'circular business', 'industry circularity']","[('circular', 16), ('need', 16), ('work', 10), ('transition', 8), (' ', 8), ('good', 8), ('business', 8), ('economy', 7), ('thing', 7), ('system', 7)]"
Fighting back against the fintech innovators -  four quick wins for incumbents to kick start innovation,30 Jul 2019,"['fintech', 'banking', 'innovate', 'hsbc', 'firm']","['fintech innovators', 'fintech start', 'fighting fintech', 'innovation financial']","[('innovation', 14), ('start', 12), ('service', 11), ('digital', 11), ('business', 10), ('customer', 10), ('product', 9), ('bank', 8), ('new', 7), ('problem', 7)]"
Futurice Head of Innovation Tugberk Duman discusses the future of travel on CNBC’s The Edge,25 Jul 2019,"['biometric', 'biometric', 'recognition', 'facial', 'finnair']","['biometrics facial', 'facial biometrics', 'airport face', 'facial recognition']","[('travel', 14), ('biometric', 11), ('experience', 9), ('airport', 9), ('time', 8), ('facial', 7), ('recognition', 7), ('passenger', 6), ('company', 6), ('pay', 6)]"
The Little Robot that Lived at the Library,23 Jul 2019,"['robotic', 'robot', 'robotic', 'robot', 'oodi']","['robot oodi', 'robotics oodi', 'robot library', 'robots library']","[('robot', 64), ('customer', 21), ('book', 21), ('oodi', 18), ('library', 16), ('librarian', 14), ('emotion', 13), ('design', 11), ('people', 11), ('\xa0', 10)]"
How BrowserStack can speed design reviews for teams using Jira,16 Jul 2019,"['jira', 'browserstack', 'review', 'developer', 'mobile']","['jira browserstack', 'browserstack jira', 'jira using', 'using jira']","[('design', 18), ('review', 13), ('jira', 11), ('team', 9), ('way', 9), ('developer', 9), ('step', 9), ('use', 9), ('browserstack', 8), ('thing', 8)]"
"Learning Clojure at Futurice, how does it happen?",15 Jul 2019,"['clojurian', 'clojure', 'knowledge', 'teach', 'share']","['clojure enthusiasts', 'training clojure', 'clojure training', 'knowledge clojure']","[('clojure', 19), ('learn', 13), ('futurice', 10), ('people', 7), ('workshop', 7), ('participant', 7), ('knowledge', 5), ('training', 5), ('material', 5), ('teach', 4)]"
"The Robotic Influencers of our Future: A Minecraft-playing, Twitch-streaming Robot",8 Jul 2019,"['medium', 'audience', 'participatory', 'game', 'robot']","['robot media', 'robotic entertainers', 'participatory youtube', 'robot viewers']","[('robot', 98), ('player', 28), ('\u200a', 22), ('minecraft', 18), ('game', 14), ('audience', 12), ('play', 11), ('future', 10), ('stream', 10), ('want', 10)]"
Staying human-centred in a data economy,4 Jul 2019,"['datum', 'trust', 'consumer', 'centre', 'business']","['data economy', 'encourage data', 'data valuable', 'data encourage']","[('datum', 39), ('user', 24), ('company', 15), ('value', 11), ('people', 9), (' ', 9), ('product', 9), ('need', 8), ('business', 7), ('start', 7)]"
"Carmakers, ecosystems orchestrators - A design fiction case for 2030",1 Jul 2019,"['automotive', 'bike', 'smartphone', 'mobility', 'technology']","['mobility smart', 'using bike', 'smart mobility', 'personal vehicle']","[('service', 22), ('user', 18), ('ecosystem', 16), ('datum', 11), ('share', 10), ('need', 8), ('create', 8), ('digital', 7), ('new', 7), ('car', 7)]"
Why car makers need a kick up the bonnet when it comes to their ecosystem strategies,25 Jun 2019,"['automotive', 'brand', 'partnership', 'strategic', 'alibaba']","['car brands', 'car manufacturers', 'auto brands', 'manufacturers nadja']","[('car', 6), ('need', 6), ('new', 6), ('brand', 5), ('nadja', 4), ('auto', 3), ('business', 3), ('come', 2), ('ecosystem', 2), ('strategy', 2)]"
What I Learned During my Brief Existence as a Robot,25 Jun 2019,"['robot', 'robot', 'roboticist', 'robotic', 'humanoid']","['robot children', 'robot child', 'robot make', 'child robot']","[('robot', 48), ('child', 20), ('human', 17), ('documentary', 7), ('robotic', 7), ('\n', 7), ('application', 6), ('interaction', 6), ('ieee', 6), ('design', 5)]"
What next for CX?,18 Jun 2019,"['cx', 'consumer', 'customer', 'ui', 'service']","['consumer modern', 'customer experiences', 'zero ui', 'customers intuitive']","[('customer', 17), ('experience', 17), ('service', 8), ('technology', 6), ('brand', 6), ('new', 6), ('world', 5), ('provide', 5), ('zero', 5), ('create', 5)]"
Following Veera – adding social features to an MiR autonomous mobile robot,13 Jun 2019,"['library', 'robot', 'furniture', 'oodi', 'mir']","['library robot', 'robot library', 'robots mir', 'library mirs']","[('robot', 43), ('veera', 20), ('library', 18), ('book', 18), ('social', 12), ('customer', 12), ('oodi', 12), ('project', 12), ('people', 11), ('mir', 10)]"
How to create meaningful digital products?,12 Jun 2019,"['digital', 'product', 'design', 'tangible', 'definition']","['digital products', 'digital product', 'build digital', 'digital business']","[('product', 41), ('service', 21), ('digital', 18), ('design', 15), ('create', 13), ('customer', 13), ('problem', 13), ('business', 11), (' ', 9), ('work', 8)]"
5 things to consider when facilitating remote co-creation workshops,11 Jun 2019,"['workshop', 'workshoppe', 'workshop', 'collaborative', 'remotely']","['remote workshops', 'remote workshop', 'collaborative workshops', 'digital workshops']","[('workshop', 11), ('facilitate', 4), ('remote', 4), ('co', 4), ('remotely', 4), ('participant', 4), ('creation', 3), ('customer', 3), ('series', 3), ('tool', 3)]"
Futurice appoints David Mitchell as UK MD,10 Jun 2019,"['futurice', 'consultancy', 'mitchell', 'moneycorp', 'registration']","['consultancy futurice', 'futurice ceo', 'futurice appoints', 'futurice uk']","[('futurice', 8), ('uk', 7), ('work', 6), ('mitch', 6), ('team', 5), ('david', 4), ('md', 4), ('international', 4), ('digital', 4), ('service', 4)]"
Service Core - A .NET Core Microservice backend,5 Jun 2019,"['microservice', 'microservice', 'core', 'devop', 'net']","['core microservice', 'service core', 'net microservices', 'idea microservice']","[('service', 39), ('core', 34), ('microservice', 23), ('application', 19), ('time', 19), ('.net', 16), ('backend', 16), ('run', 16), ('thing', 15), ('test', 15)]"
Bringing home to work,4 Jun 2019,"['happiness', 'family', 'work', 'maternity', 'maintain']","['work happiness', 'work life', 'work family', 'work children']","[('work', 39), ('life', 15), ('child', 13), ('family', 10), ('employer', 9), ('parent', 9), ('important', 8), ('think', 8), ('like', 8), ('home', 6)]"
Why your company needs a design system,24 May 2019,"['design', 'design', 'system', 'architecture', 'innovation']","['design systems', 'design creation', 'creating design', 'design solution']","[('design', 43), ('system', 25), ('digital', 14), ('customer', 13), ('brand', 12), ('need', 11), ('work', 11), ('component', 10), ('team', 9), ('development', 8)]"
Designing businesses with social impact,17 May 2019,"['sustainability', 'sustainable', 'entrepreneurship', 'corporation', 'impact']","['impact businesses', 'contribute sustainable', 'social impact', 'performance sustainability']","[('impact', 10), ('work', 9), ('social', 7), ('service', 6), ('business', 5), ('design', 4), ('feel', 4), ('south', 4), ('africa', 4), ('aim', 4)]"
From futures literacy to strategic foresight,15 May 2019,"['future', 'future', 'strategic', 'foresight', 'practice']","['futures literacy', 'futures thinking', 'work futures', 'report futures']","[('future', 18), ('action', 4), ('work', 4), ('literacy', 3), ('find', 3), ('consider', 3), ('daily', 3), ('report', 3), ('think', 3), ('gear', 3)]"
 Futurice Germany is expanding - new office opens in Stuttgart,10 May 2019,"['stuttgart', 'wurttemberg', 'berlin', 'office', 'futurice']","['stuttgart futurice', 'futurice stuttgart', 'companies stuttgart', 'office stuttgart']","[('stuttgart', 16), ('office', 10), ('futurice', 8), ('germany', 6), ('open', 5), ('new', 4), ('area', 4), ('work', 4), ('look', 4), (' ', 3)]"
The Humble Coffee Shop Experience,9 May 2019,"['shopify', 'retail', 'shop', 'customer', 'coffee']","['coffee retail', 'retail coffee', 'designing retail', 'learning retailers']","[('coffee', 71), ('experience', 43), ('consumer', 38), ('shop', 31), ('customer', 27), ('datum', 27), ('\u200a', 26), ('app', 23), ('sale', 22), ('retail', 21)]"
"Bach to the Future (or, Humanising Music With Neural Nets)",10 Apr 2019,"['bach', 'chilicorn', 'extramusical', 'futurice', 'record']","['chilicorn record', 'chilicorn records', 'bach future', 'music bach']","[('note', 49), ('play', 25), ('model', 24), (' ', 23), ('music', 21), ('time', 21), ('feature', 20), ('song', 19), ('write', 17), ('velocity', 17)]"
"Omnibility Talk Series - Interview with Benjamin Mosse, CPO @ heycar",2 Apr 2019,"['mobility', 'future', 'drone', 'taxi', 'omnibility']","['future mobility', 'opportunity mobility', 'drones opportunity', 'mobility industry']","[('mobility', 26), ('heycar', 11), ('need', 11), ('company', 10), ('service', 10), ('work', 9), ('future', 8), ('benjamin', 7), ('challenge', 7), ('new', 7)]"
"Omnibility Talk Series - Interview with Kees Romkes, Head of Product @ Oply GmbH",2 Apr 2019,"['mobility', 'uber', 'ev', 'vehicle', 'scooter']","['future mobility', 'mobility future', 'car mobility', 'electric vehicles']","[('mobility', 25), ('car', 19), ('future', 13), ('big', 12), ('oply', 10), ('think', 9), ('need', 9), ('autonomous', 8), ('thing', 7), ('company', 7)]"
Retros to the future - Agile transformation for the whole organisation,29 Mar 2019,"['agile', 'agility', 'organisation', 'development', 'transformation']","['agile transformation', 'organisation agile', 'implementing agile', 'future agile']","[('agile', 12), ('organisation', 11), ('mindset', 11), ('way', 10), ('work', 10), ('new', 6), ('build', 6), ('future', 5), ('change', 5), ('people', 5)]"
What you need to know when designing ubiquitous computing applications,12 Mar 2019,"['ubiquitous', 'smartphone', 'technology', 'technology', 'pervasive']","['ubiquitous technology', 'ubiquitous computing', 'designing ubiquitous', 'ubiquitous services']","[('user', 28), ('ubiquitous', 22), ('product', 21), ('service', 20), ('technology', 19), ('computing', 16), ('design', 11), ('create', 11), ('\n', 8), ('need', 6)]"
Making United Nations SDGs ... stick,12 Mar 2019,"['sustainable', 'nation', 'corporation', 'development', 'goal']","['sustainable goals', 'nations sustainable', 'sustainable development', 'nations sdgs']","[('impact', 26), ('sticker', 16), ('sdg', 12), ('company', 11), ('employee', 11), ('sustainable', 10), ('project', 10), ('societal', 8), ('focus', 8), ('good', 8)]"
Digital Transformation in construction industry,26 Feb 2019,"['construction', 'infrastructure', 'innovation', 'productivity', 'digital']","['construction productivity', 'construction infrastructure', 'construction sector', 'construction industry']","[('construction', 20), ('productivity', 11), ('sector', 10), ('project', 9), ('digital', 7), ('industry', 7), ('datum', 7), ('risk', 6), ('key', 6), ('tech', 6)]"
Improving documentation of open source software,25 Feb 2019,"['documentation', 'documentation', 'contributor', 'project', 'docsthursday']","['promote documentation', 'improving documentation', 'documentation open', 'documentation project']","[('open', 15), ('source', 14), ('documentation', 10), ('project', 10), ('work', 7), ('event', 5), ('new', 5), ('library', 5), ('futurice', 4), (' ', 4)]"
Rapid Hardware Prototyping - Turbocharge your process with PELA blocks,18 Feb 2019,"['prototype', 'prototype', 'lego', 'motor', 'vw']","['rapid prototyping', 'needed prototyping', 'iterative prototyping', 'prototyping turbocharge']","[('block', 13), ('hardware', 12), ('car', 9), ('pela', 8), ('project', 8), ('time', 8), ('platform', 8), ('need', 8), (' ', 8), ('part', 8)]"
You're Fyred!,15 Feb 2019,"['festival', 'fyre', 'documentary', 'schadenfreude', 'netflix']","['documentary fyre', 'fyre festival', 'documentaries problematic', 'events netflix']","[('fyre', 8), ('documentary', 8), ('people', 8), ('festival', 7), ('culture', 5), ('bad', 5), ('corporate', 3), ('delusion', 3), ('time', 3), ('like', 3)]"
Improv Maps and Why Time Travel is Part of My Job Description,14 Feb 2019,"['future', 'future', 'anticipate', 'speculative', 'intuitive']","['explore future', 'exploring future', 'imagining future', 'imagined futures']","[('future', 14), ('help', 8), ('principle', 8), ('datum', 7), ('consider', 6), ('designer', 6), ('user', 5), ('build', 5), ('design', 5), ('team', 5)]"
Futurice names Johannes Stock as Global Head of Design,30 Jan 2019,"['designer', 'futurice', 'innovation', 'ceo', 'johanne']","['design futurice', 'design role', 'futurice ceo', 'design teams']","[('design', 12), ('futurice', 9), ('johannes', 8), ('global', 6), ('digital', 6), ('head', 5), ('work', 5), ('client', 4), ('lead', 4), ('name', 3)]"
Futurice Professional Volunteering Bonus extended,25 Jan 2019,"['nonprofit', 'source', 'contribution', 'organisation', 'compensation']","['open sourcing', 'open source', 'volunteering bonus', 'bonus volunteering']","[('open', 12), ('professional', 11), ('source', 11), ('report', 10), ('social', 10), ('impact', 10), ('good', 9), ('skill', 9), ('time', 7), ('hour', 7)]"
Asking why. 7 questions to uncover real business objectives ,16 Jan 2019,"['objective', 'business', 'question', 'stakeholder', 'basic']","['business objectives', 'business objective', 'understand business', 'objectives looking']","[('business', 11), ('objective', 9), ('question', 7), ('need', 5), ('know', 5), ('think', 5), ('people', 5), ('team', 5), ('answer', 4), ('find', 4)]"
Are cars dead in the new mobility ecosystems?,10 Jan 2019,"['carshare', 'rideshare', 'automotive', 'mobility', 'car']","['rise carsharing', 'cars services', 'carsharing ridesharing', 'mobility services']","[('mobility', 21), ('service', 20), ('ecosystem', 14), ('car', 13), ('datum', 11), ('brand', 10), ('build', 9), ('company', 9), ('offer', 8), ('need', 8)]"
"AI, machine learning and deep learning explained",9 Jan 2019,"['ai', 'intelligence', 'robot', 'intellectual', 'recognition']","['implement ai', 'ai capability', 'ai tasks', 'ai machine']","[('learning', 23), ('machine', 21), ('deep', 14), ('ai', 13), ('human', 12), ('learn', 9), ('intelligence', 7), ('problem', 6), ('datum', 6), ('example', 5)]"
